DATE DE CLASSEMENT;DATE DE PUBLICATION DE L'ETABLISSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION;NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;TÉLÉPHONE;COURRIEL;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION;NOMBRE DE LOGEMENTS
26/06/2012;26/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL ANGELIC MYRIAM;2 RUE DU CALVAIRE;65100;LOURDES;562942305;alainabadie.compta@orange.fr;http://hotel-angelic.com;-;211;92;-;-;-
26/06/2012;26/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL MYRIAM;3 RUE ALSACE LORRAINE;65100;LOURDES;562942305;alainabadie.compta@orange.fr;http://hotel-angelic.com;-;122;60;-;-;-
26/06/2012;26/06/2012;HÔTEL;2 étoiles;-;-;HÔTEL LE COLIBRI;Route de Neufchâteau - ZAC Le Moulin;88140;BULGNÉVILLE;329091570;info@lecolibri.com;www.lecolibri.com;-;40;18;-;-;-
25/06/2012;25/06/2012;HÔTEL;5 étoiles;-;-;LE CHALET ZANNIER;367 Route du Cret;74120;MEGÈVE;450210101;contact@lechaletzannier.com;http://www.lechaletzannier.com;-;28;12;-;-;-
25/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL DU PRINTEMPS;1 rue de l'Isly;75008;PARIS;142941212;dir.hotelduprintemps@free.fr;http://www.hotelduprintemps.com;-;119;64;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;GRAND HÔTEL DE L'EUROPE;12 Cours Spy des Ternes;15100;SAINT-FLOUR;471600364;hoteleurope.stflour@wanadoo.fr;http://saint-flour-europe.com;-;100;44;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;HÔTEL BELLIER;Avenue de Provence;26420;LA CHAPELLE-EN-VERCORS;475482003;contact@hotel-bellier.com;http://www.hotel-bellier.com;-;26;13;-;-;-
25/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL IBIS PERIGUEUX;8 BOULEVARD GEORGES SAUMANDE;24000;PÉRIGUEUX;553536458;H0636-GM@accor.com;www.ibis.com;-;201;89;-;-;-
25/06/2012;25/06/2012;HÔTEL;4 étoiles;-;-;MERCURE TOURS CENTRE GARE;29 RUE EDOUARD VAILLANT;37000;TOURS;247604060;h3475-gm@accor.com;http://mercure.com;-;495;92;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;HÔTEL LES BRUYÈRES;205 TAILLE DE MAS DES CHAMPS DE LA PLAGNE;74110;MORZINE;450791576;info@lesbruyeres-hotel.com;http://www.lesbruyeres-hotel.com;-;64;24;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;HÔTEL MARMOTTE;LES GROUAS - RUE DE GATEL;61250;VALFRAMBERT;233274264;marmotte-alencon@orange.fr;http://www.hotel-inn.fr/alencon;-;92;45;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;ETAP HÔTEL MERS LES BAINS;Avenue Pierre et Marie Curie;80350;MERS-LES-BAINS;892680815;jccoulon@scih.fr;www.etaphotel.com;-;189;63;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;LE CLOS DU LAC;85 Route du Bourget du Lac;73420;VIVIERS-DU-LAC;479544007;resa-viviers@monalisa.fr;www.monalisa.fr;-;83;41;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;TIMHOTEL BOULOGNE RIVES DE SEINE;251 Boulevard Jean Jaurès;92100;BOULOGNE;146213346;brds.manager@timhotel.fr;http://www.timhotel.com/fr/nos-hotels-details/74-timhotel-boulogne-rives-de-seine.htm;-;99;51;-;-;-
25/06/2012;25/06/2012;HÔTEL;1 étoile;-;-;ALMOTEL - HÔTEL F1 SAVERNE MONSWILLER;Rue de la Gare;67700;MONSWILLER;663370868;h2327-re@accor.com;www.hotel f1.com;-;150;50;-;-;-
25/06/2012;25/06/2012;HÔTEL;1 étoile;-;-;HÔTEL F1;Les Châtaigniers - RN7 - Carrefour des 4 Chemins;83520;ROQUEBRUNE-SUR-ARGENS;891705252;h2488-re@accor.com;http://hotelf1.com;-;288;96;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;LE  LUXEMBOURG;2 Avenue Pierre Chabrié;82200;MOISSAC;563040027;le-luxembourg@wanadoo.fr;http://hoteluxembourg82.com;-;31;13;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;L'HOSTELLERIE DES LACS;12 AVENUE DU LAC;82230;MONCLAR-DE-QUERCY;563264264;philippelefrancois@yahoo.com;http://www.lhostelleriedeslacs.fr;-;30;11;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;HÔTEL LARROQUE ;AVENUE DU 8 MAI 1945;82300;CAUSSADE;05 63 65 11 77;contact@hotellarroque.fr;www.hotellarroque.fr;-;35;18;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;HÔTEL MARCEILLAC;54 RUE DE L'EGALITE;82100;CASTELSARRASIN;563323010;info@hotelmarceillac.com;www.hotelmarceillac.com;-;28;12;-;-;-
25/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL KYRIAD;12 RUE GABRIEL VOISIN;51100;REIMS;326825979;kyriadreimsparcexpo@orange.fr;http://www.kyriad.fr;-;120;40;-;-;-
25/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;LA VENISE VERTE;RUE DU PLESSIS;10200;SOULAINES-DHUYS;325927610;accueil@logis-venise-verte.com;http://www.logis-venise-verte.com;-;25;12;-;-;-
25/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;LE CADUSIA;21 ROUTE DE TROYES;10210;CHAOURCE;325421010;bonjour@le-cadusia.com;http://www.le-cadusia.com;-;38;19;-;-;-
25/06/2012;25/06/2012;HÔTEL;4 étoiles;-;-;LE CHAMP DES OISEAUX;20 RUE LINARD GONTHIER;10000;TROYES;325805850;message@champdesoiseaux.com;http://champdesoiseaux.com;-;36;12;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;HÔTEL RESTAURANT DE LANGRES;AVENUE DU GENERAL DE GAULLE;52200;LANGRES;325875757;marmotte-langres@orange.fr;-;-;78;38;-;-;-
25/06/2012;04/07/2012;HÔTEL;3 étoiles;-;-;CAMPANILE DE PONTARLIER;ZAC DES GRANDS PLANCHANTS - 4 RUE DONNET ZEDEL ;25300;PONTARLIER;381466666;manager.pontarlier@campanile.fr;http://www.campanile.fr;-;-;46;-;-;-
25/06/2012;03/07/2012;HÔTEL;2 étoiles;-;-;BEST HÔTEL MONTPELLIER MILLENAIRE;parc du millénaire,  690 rue Alfred Nobel;34000;MONTPELLIER;467220922;montpellier-est@besthotel.fr;http://www.besthotel.fr/Montpellier_est;-;180;42;-;-;-
25/06/2012;13/07/2012;HÔTEL;4 étoiles;-;-;NOVOTEL AMIENS;7 rue des indes noires;80440;BOVES;322504242;H0396-gm@accor.com;http://WWW.NOVOTEL.COM;-;370;94;-;-;-
25/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL CRYSTAL;86 PLACE DROUET D'ERLON;51100;REIMS;326884444;reservation@hotel-crystal.fr;http://www.hotel-crystal.fr;-;65;31;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;AUBERGE DE LA COMMANDERIE;2 RUE PORTE BRUNET;33330;SAINT-EMILION;557247019;contact@aubergedelacommanderie.com;http://aubergedelacommanderie.com;-;67;17;-;-;-
25/06/2012;25/06/2012;HÔTEL;4 étoiles;-;-;BEST WESTERN HOSTELLERIE DU VALLON;12 RUE SYLVESTRE LASSERRE;14360;TROUVILLE-SUR-MER;231983500;directionhduvallon@orange.fr;http://www.hostellerie-du-vallon.fr;-;142;62;-;-;-
25/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;IBIS ROUEN CHAMP DE MARS;12 AVENUE ARISTIDE BRIAND;76000;ROUEN;235081211;H1273-GM@accor.com;-;-;166;78;-;-;-
25/06/2012;25/06/2012;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE ROUEN CHAMP DE MARS;12 BIS AVENUE ARISTIDE BRIAND;76000;ROUEN;235524232;H1273-GM@accor.com;http://www.mercure.com;-;-;121;-;-;-
25/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;QUALITY RUEIL CENTRE HÔTEL LE CARDINAL;1 place Richelieu;92500;RUEIL-MALMAISON;147082020;hhp@wanadoo.fr;http://WWW.HOTEL-RUEIL-CENTRE.COM;-;142;64;-;-;-
25/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;IBIS ROUEN SUD ZENITH;29 AVENUE MARYSE BASTIE;76800;SAINT ETIENNE DU ROUVRAY;235660363;vincent.mesureux@accor.com;http://WWW.IBISHOTELS.COM;-;-;76;-;-;-
25/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;INTER HOTEL NOTRE DAME;4 RUE DE LA SAVONNERIE;76000;ROUEN;235718773;hotel-notredame@wanadoo.fr;http://hotelnotredame.com;-;53;28;-;-;-
25/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;BEST WESTERN HÔTEL DU VIEUX MARCHÉ;15 RUE DE LA PIE;76000;ROUEN;235710088;hotelduvieuxmarche@wanadoo.fr;http://www.hotel-vieuxmarche.com;-;97;48;-;-;-
25/06/2012;25/06/2012;HÔTEL;1 étoile;-;-;F1 ROUEN SUD EXPO;25 AVENUE DES CANADIENS;76800;ST ETIENNE DU ROUVRAY;891705374;H2324-RE@accor.com;http://www.hotelf1.com;-;221;73;-;-;-
25/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;LE PETIT CASTEL;32 RUE CONSTANT FOUCHE;27210;BEUZEVILLE;232204895;fbellevallee@lepetitcastel.com;http://www.lepetitcastel.com;-;34;15;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;ETAP HOTEL LILLE ENGLOS;CENTRE COMMERCIAL ENGLOS LES GEANTS ;59320;ENNETIÈRES-EN-WEPPES;892683255;h3091-re@accor.com;http://etaphotel.com;-;189;74;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;HÔTEL BELLE ÉPOQUE;14 AVENUE GAMBETTA;37500;CHINON;247930086;CONTACT@HOTELCHINON.COM;http://HOTELCHINON.COM;-;28;11;-;-;-
25/06/2012;25/06/2012;HÔTEL;1 étoile;-;-;HÔTEL DE CHERBOURG 2009;382 RUE DES POMMIERS;50110;TOURLAVILLE;233431860;hoteldecherbourg@orange.fr;-;-;123;50;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;HOSTELLERIE DU CHÂTEAU DE L'ISLE;1 RUE DE L'ECLUSE;37150;CIVRAY-DE-TOURAINE;247236360;chateaudelisle@orange.fr;http://chateau-de-lisle.com;-;32;12;-;-;-
22/06/2012;22/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL CAMPANILE LYON SUD OULLINS;2 PLACE KELLERMANN;69600;OULLINS;427012900;lyon.oullins@campanile.fr;http://www.campanile-lyon-sud-oullins.fr;-;260;123;-;-;-
22/06/2012;22/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL GLORIA;30 AVENUE PEYRAMALE;65100;LOURDES;562942348;hotel.gloria@wanadoo.fr;http://www.hotel-gloria-lourdes.com;-;170;81;-;-;-
22/06/2012;22/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL MÉDIÉVAL (INTERHOTEL);11 AVENUE DU TEIL;7400;ROCHEMAURE;475490705;hmia@orange.fr;http://www.hotel-medieval.fr;-;69;33;-;-;-
22/06/2012;11/09/2012;HÔTEL;3 étoiles;-;-;HÔTEL FESCH;7 rue de fesch;20000;AJACCIO;495516262;hotelfesch@yahoo.fr;http://hotel-fesch.com;-;169;77;-;-;-
22/06/2012;11/09/2012;HÔTEL;3 étoiles;-;-;HÔTEL RUESCO ;route de porto pollo;20113;OLMETO;495767050;hotelruesco@orange.fr;http://www.hotel-ruesco.com;-;60;29;-;-;-
22/06/2012;11/09/2012;HÔTEL;4 étoiles;-;-;HÔTEL RADISSON BLU RESORT & SPA AJACCIO BAY;agosta plage;20166;PORTICCIO;625726340;thierry.zilliox@ollandini.fr;www.radissonblu.fr;-;452;170;-;-;-
22/06/2012;19/09/2012;HÔTEL;3 étoiles;-;-;HÔTEL AUGUSTIN MARIE;quartier brancuccio;20169;BONIFACIO;495514763;hotel.augustinmarie@gmail.com;www.augustinmarie.com;-;14;6;-;-;-
22/06/2012;11/09/2012;HÔTEL;2 étoiles;-;-;HÔTEL DE LA PLAGE SANTA VITTORIA;A Marina;20220;ALGAJOLA;495351703;martelli-jhp@orange.fr;http://www.hotelplage-vittoria-corse.com;-;34;16;-;-;-
22/06/2012;07/09/2012;HÔTEL;2 étoiles;-;-;HÔTEL L'ESCALE PLAGE;plage d'aregno;20220;AREGNO;674330244;escaleplage@orange.fr;http://www.lescale.biz;-;200;68;-;-;-
22/06/2012;19/09/2012;HÔTEL;3 étoiles;-;-;HÔTEL ACQUAVIVA ;-;20224;CALACUCCIA;495480690;info@acquaviva-fr.com;http://www.acquaviva-fr.com;-;34;14;-;-;-
22/06/2012;19/09/2012;HÔTEL;3 étoiles;-;-;LES JARDINS DE LA GLACIÈRE;vallée de la restonica;20250;CORTE;495452700;lesjardinsdelaglaciere@wanadoo.fr;www.lesjardinsdelaglaciere.com;-;70;31;-;-;-
22/06/2012;07/09/2012;HÔTEL;4 étoiles;-;-;HÔTEL ABBAYE;route de santore, boite postale 18;20260;CALVI;495650427;abbaye.hotel@wanadoo.fr;http://www.hostellerie-abbaye.com/;-;100;43;-;-;-
22/06/2012;16/07/2012;HÔTEL;2 étoiles;-;-;SUD HÔTEL;avenue de la libération;20600;BASTIA;495302061;sudhotel@wanadoo.fr;http://www.sudhotel-bastia.com;-;60;24;-;-;-
22/06/2012;22/06/2012;HÔTEL;2 étoiles;-;-;HÔTEL LE PETIT VATEL;86 RUE LOUIS BRINDEAU;76600;LE HAVRE;235417207;hotel.vatel@orange.fr;http://www.lepetitvatel.com;-;52;24;-;-;-
21/06/2012;04/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL ET GOLF DU GOUVERNEUR;Château du breuil;1390;MONTHIEUX;472264200;direction@golfgouverneur.fr;http://www.golfgouverneur.fr;-;120;53;-;-;-
21/06/2012;03/07/2012;HÔTEL;2 étoiles;-;-;HÔTEL VALERY;za des tilleuls;26120;MONTÉLIER;475250751;valery@orange.fr;http://www.hotel-valery-drome.fr;-;24;12;-;-;-
21/06/2012;10/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL RESTAURANT LE PRINTEMPS;8 chemin de la manche;26200;MONTÉLIMAR;475920680;contact@hotelprintemps.com;http://www.hotelprintemps.com;-;-;11;-;-;-
21/06/2012;04/07/2012;HÔTEL;2 étoiles;-;-;HÔTEL DU COL DE L'ARC;14 ROUTE DE SAINT DONAT;38250;LANS-EN-VERCORS;476954008;coldelarc@wanadoo.fr;http://www.hotelcoldelarc.com;-;45;22;-;-;-
21/06/2012;03/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL CAMPANILE GRENOBLE SUD SAINT MARTIN D' HÈRES;3 avenue Zella Melhis;38400;SAINT-MARTIN-D'HÈRES;476629091;manager.grenoble.stmartindheres@campanile.fr;-;-;96;48;-;-;-
21/06/2012;04/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL LE DÔME;104 place du Cognet;38750;L'ALPE-D'HUEZ;476803211;info@dome-alpedhuez.com;http://www.dome-alpedhuez.com;-;50;23;-;-;-
21/06/2012;04/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL LES MÉLÈZES;17 Rue des Vikings;38860;LES DEUX-ALPES;476805050;reservation@hotelmelezes.com;http://www.hotelmelezes.com;-;96;34;-;-;-
21/06/2012;04/07/2012;HÔTEL;3 étoiles;-;-;CÔTE BRUNE;6 RUE CÔTE BRUNE;38860;MONT-DE-LANS;476805489;cotebrune@orange.fr;http://www.hotel-cotebrune.com;-;42;18;-;-;-
21/06/2012;09/07/2012;HÔTEL;2 étoiles;-;-;HÔTEL SAINT PIERRE DES TERREAUX;12 rue Major Martin - 8 rue Paul Chenavard;69001;LYON;478282461;info@hspdt.com;www.hotelsaintpierredesterreaux.com;-;36;17;-;-;-
21/06/2012;04/07/2012;HÔTEL;3 étoiles;-;-;L'ORÉE DU BOIS;Route du belvédère;73550;MÉRIBEL-LES-ALLUES;479005030;contact@meribel-oree.com;http://www.meribel-oree.com;-;90;40;-;-;-
21/06/2012;05/07/2012;HÔTEL;3 étoiles;-;-;LES PRÉS DU ROSAY ;285 Route du Rosay ;74700;SALLANCHES;450580615;contact@hotellerie-pres-du-rosay.com;http://www.lespresdurosay.com;-;40;15;-;-;-
19/06/2012;04/04/2013;HÔTEL;3 étoiles;-;-;IBIS AUCH;avenue jean jaurès;32000;AUCH;562635544;h3449-gm@accor.com;http://www.ibishotel.com;-;105;51;-;-;-
19/06/2012;20/06/2012;HÔTEL;3 étoiles;-;-;ALTON;107 RUE DE LA PELOUSE DE DOUET;33000;BORDEAUX;556995555;direction@alton.fr;http://alton.fr;-;361;170;-;-;-
19/06/2012;20/06/2012;HÔTEL;2 étoiles;-;-;HÔTEL LES MIMOSAS;77 bis avenue de la république;33120;ARCACHON;556834586;dulou.kevin@orange.fr;http://www.mimosas-hotel.com;-;43;20;-;-;-
19/06/2012;21/06/2012;HÔTEL;4 étoiles;-;-;PULLMAN BORDEAUX AQUITANIA;avenue jean gabriel domergue;33300;BORDEAUX LAC;556696526;H0669-DM@accor.com;-;-;-;166;-;-;-
19/06/2012;28/10/2012;HÔTEL;3 étoiles;-;-;HÔTEL RESTAURANT NEUHAUSER;les quelles;67130;LA BROQUE;388970681;neuhauser@neuhauser.com;http://www.hotel-neuhauser.com/index.html#;-;100;17;-;-;-
19/06/2012;03/07/2012;HÔTEL;1 étoile;-;-;HÔTEL F1 LIMOGES;44 rue Frédéric Bastiat;87280;LIMOGES;891705275;h2316-re@accor.com;http://hotelf1.com;-;180;64;-;-;-
18/06/2012;21/06/2012;HÔTEL;4 étoiles;-;-;HOTEL PLAZA MADELEINE;1 place petite rigaudie;24200;SARLAT-LA-CANÉDA;553591041;contact@plaza-madeleine.com;http://www.plaza-madeleine.com;-;88;39;-;-;-
18/06/2012;21/06/2012;HÔTEL;3 étoiles;-;-;LES TERRASSES DE BEAUREGARD;cingle de limeuil;24510;LIMEUIL;553633085;contact@terrasses-beauregard.com;http://terrasses-beauregard.com;-;22;8;-;-;-
18/06/2012;21/06/2012;HÔTEL;4 étoiles;-;-;SADIR LE VIEUX LOGIS;le bourg;24510;TREMOLAT;553228006;vieuxlogis@relaischateaux.com;http://www.vieux-logis.com;-;46;23;-;-;-
18/06/2012;04/07/2012;HÔTEL;2 étoiles;-;-;HÔTEL OCÉANE;avenue Franck Cazenave;33510;ANDERNOS-LES-BAINS;556261212;andernos@franceloc.fr;http://www.franceloc.fr;-;116;51;-;-;-
18/06/2012;17/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL AUBERGE DU MOULIN;rue de la combe;48210;SAINTE-ENIMIE;466485308;aubergedumoulin48@orange.fr;www.aubergedumoulin.free.fr;-;20;10;-;-;-
18/06/2012;04/07/2012;HÔTEL;2 étoiles;-;-;IBIS BUDGET;RUE DU NOYER DE SAINT GERMAIN;94440;SANTENY;892683213;h2347-re@accor.com;http://wwwetaphotel.com;-;160;52;-;-;-
18/06/2012;21/11/2012;HÔTEL;3 étoiles;-;-;PALM COURT HÔTEL;Baie Orientale;97150;SAINT-MARTIN;05 90 87 4194;reservation@sxm-palm-court.com;http://www.sxm-palm-court.com;-;-;-;-;-;-
18/06/2012;21/11/2012;HÔTEL;4 étoiles;-;-;HÔTEL LA PLANTATION;C5 baie orientale;97150;SAINT-MARTIN;0590 29 58 00;info@la-plantation.com;http://www.la-plantation.com/;-;-;-;-;-;-
18/06/2012;21/11/2012;HÔTEL;4 étoiles;-;-;ESMERALDA RESORT;baie orientale, boîte postale 5141;97150;SAINT-MARTIN;(59)0590873636;esmeral@wanadoo.fr;http://www.esmeralda-resort.com/;-;-;-;-;-;-
15/06/2012;28/06/2012;HÔTEL;3 étoiles;-;-;LE CLOS DEAUVILLE SAINT GATIEN;le Clos;14130;SAINT-GATIEN-DES-BOIS;231651608;info@clos-st-gatien.fr;http://www.clos-st-gatien.fr;-;156;58;-;-;-
15/06/2012;04/07/2012;HÔTEL;3 étoiles;-;-;BEST WESTERN HÔTEL CRYSTAL;5 rue chanzy;54000;NANCY;383175400;gerard.gatinois@bwcrystal.com;http://www.bwcrystal.com;-;117;58;-;-;-
15/06/2012;04/07/2012;HÔTEL;3 étoiles;-;-;GRAND HÔTEL DE METZ;3 Rue des Clercs;57000;METZ;387361633;grandhoteldemetz@yahoo.fr;http://www.hotel-metz.com;-;128;60;-;-;-
15/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;HÔTEL  HOTELO;37 Cours de Verdun Recamier;69002;LYON;478373903;contact@hotelo-lyon.com;http://www.hotelo-lyon.com;-;40;17;-;-;-
15/06/2012;17/07/2012;HÔTEL;1 étoile;-;-;HÔTEL DES VOYAGEURS;515 boulevard wilson;73100;AIX-LES-BAINS;479350602;hoteldesvoyageursaixlesbains@wanadoo.fr;-;-;32;15;-;-;-
15/06/2012;19/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL LE REFUGE;montée de lô nanssil;73320;TIGNES;04 79 06 36 64;info@hotel-refuge-tignes.com;www.refuge-tignes.com;-;-;33;-;-;-
15/06/2012;25/06/2012;HÔTEL;4 étoiles;-;-;HÔTEL L'OURS BLANC;reberty;73440;LES MENUIRES;479006166;info@hotel-ours-blanc.com;http://www.hotel-ours-blanc.com;-;120;53;-;-;-
15/06/2012;17/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL DE BONLIEU;5 rue de Bonlieu;74000;ANNECY;450451716;info@annecy.bonlieuhotel.fr;www.annecybonlieuhotel.fr;-;68;35;-;-;-
15/06/2012;10/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL LE TREMPLIN;166 taille de mas du Pleney;74110;MORZINE;450791231;info@hotel-bergerie.com;http://www.hotel-tremplin.com;-;80;34;-;-;-
15/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;HÔTEL L’ÉTOILE D'OR;387 Rue Ambroise Martin;74120;MEGÈVE;450212905;etoiledormeg@free.fr;http://www.hoteletoiledor.com;-;40;18;-;-;-
15/06/2012;03/07/2012;HÔTEL;2 étoiles;-;-;HÔTEL LA CASCADE;chalet la cascade;74300;FLAINE;450908766;la.cascade@lacascade-flaine.fr;http://www.lacascade-flaine.fr;-;28;12;-;-;-
15/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL LE CHRISTANIA;Hirmentaz;74470;BELLEVAUX;450737077;info@hotel-christania.com;http://hotel-christania.com;-;80;35;-;-;-
15/06/2012;17/07/2012;HÔTEL;3 étoiles;-;-;HÔTELLERIE DE LA POSTE;11 boulevard frédéric mistral;83120;SAINTE-MAXIME;494961833;laposte@hotelleriedusoleil.com;http://www.hotelleriedusoleil.com;-;65;28;-;-;-
15/06/2012;04/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL LOU PÈBRE D'AÏ;avenue de la libération;83640;PLAN-D'AUPS-SAINTE-BAUME;442045042;lou.pebre.dai@wanadoo.fr;http://loupebredai.com;-;28;13;-;-;-
14/06/2012;04/07/2012;HÔTEL;3 étoiles;-;-;LE GRAND HÔTEL DU LUXEMBOURG;25 rue des bouchers;14400;BAYEUX;231920004;virginie.saba@yahoo.fr;http://www.hotels-bayeux-14.com/;-;140;61;-;-;-
14/06/2012;04/07/2012;HÔTEL;4 étoiles;-;-;MERCURE DEAUVILLE HÔTEL DU YACHT CLUB;2 rue breney;14800;DEAUVILLE;231873000;h2876-gm@accor.com;http://www.mercure.com/fr/hotel-2876-mercure-deauville-hotel-du-yacht-club/index.shtml;-;116;53;-;-;-
14/06/2012;04/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL LE CHAT BOTTÉ;place de l'église;17590;SAINT-CLÉMENT-DES-BALEINES;546292193;hotelchatbotte@wanadoo.fr;http://www.hotelchatbotte.com;-;45;24;-;-;-
14/06/2012;13/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL KERLOC'H GWEN;Route du treustel;29120;COMBRIT;298564420;info@kerlochgwen.com;http://www.kerlochgwen.com;-;175;64;-;-;-
14/06/2012;17/07/2012;HÔTEL;2 étoiles;-;-;GRAND HÔTEL DES DUNES;17 rue Laënnec;29740;LESCONIL;298878303;info@grandhoteldesdunes.com;http://www.grandhoteldesdunes.com;-;51;26;-;-;-
14/06/2012;03/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL AUBERGE BATBY ;63 avenue de galleben;40140;SOUSTONS;558411880;contact@aubergebatby.fr;http://www.aubergebatby.fr;-;12;6;-;-;-
14/06/2012;04/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL CHANTEREYNE;port de plaisance  rue de la brigantine;50100;CHERBOURG;233930220;hotel-chantereyne@wanadoo.fr;http://www.hotelchantereyne.com;-;104;50;-;-;-
14/06/2012;04/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL LE MANOIR DE LA ROCHE TORIN;34 route de la roche torin;50220;COURTILS;233709655;manoir.rochetorin@wanadoo.fr;http://manoir-rochetorin.com;-;33;15;-;-;-
14/06/2012;04/07/2012;HÔTEL;1 étoile;-;-;HÔTEL  LE LANDEMER;2 rue des douanes;50460;URVILLE-NACQUEVILLE;233034300;bernardleroylandemer@wanadoo.fr;http://le-landemer.com;-;20;9;-;-;-
14/06/2012;17/07/2012;HÔTEL;2 étoiles;-;-;KYRIAD VANNES CENTRE;6-8 place de la Libération;56000;VANNES;297632736;jm.burow@kyriad-vannescentre.com;http://www.kyriad-vannes-centre.fr;-;133;33;-;-;-
14/06/2012;03/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL DOMAINE DE BODEUC;route de saint dolay;56130;NIVILLAC;299908963;contact@hotel-bodeuc.com;http://www.hotel-bodeuc.com;-;40;15;-;-;-
14/06/2012;08/03/2013;HÔTEL;2 étoiles;-;-;HÔTEL DES VOYAGEURS;14 rue de l'océan;56410;ERDEVEN;297556447;hotel-voyageurs-56@wanadoo.fr;http://www.hotel-voyageurs-56.com;-;40;18;-;-;-
14/06/2012;19/07/2012;HÔTEL;3 étoiles;-;-;LE GRAND HÔTEL;12 Place de la Gare;67000;STRASBOURG;388528484;assdg@sogeho.fr;http://www.le-grand-hotel.com;-;166;83;-;-;-
14/06/2012;13/07/2012;HÔTEL;2 étoiles;-;-;HÔTEL RESTAURANT PAX;24-26 rue du Faubourg National;67000;STRASBOURG;388321454;info@paxhotel.com;http://paxhotel.com;-;350;90;-;-;-
14/06/2012;13/07/2012;HÔTEL;2 étoiles;-;-;HÔTEL DES ARTS;10 PLACE DU MARCHé AUX COCHONS DE LAIT;67000;STRASBOURG;388379837;TAILLEUR.CHRISTOPHE@WANADOO.FR;http://WWW.hotel-arts.com;-;49;24;-;-;-
14/06/2012;13/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL DE ROHAN;17-19 RUE DU MAROQUIN;67000;STRASBOURG;388328511;TAILLEUR.CHRISTOPHE@WANADOO.FR;http://WWW.hotel-rohan.com;-;81;36;-;-;-
